Membership_ID,Age_Group,Games_Attended,Seasonal_Pass,Customer_Region,Age,Age Group
39513427,18-25,1,False,Canada,18,19-25
13914179,<18,6,False,Canada,18,19-25
10032739,18-25,8,False,Canada,18,19-25
10021398,18-25,2,False,Canada,18,19-25
10007811,18-25,6,False,Canada,18,19-25
10036675,26-40,3,False,Canada,26,26-35
10018323,26-40,7,False,Canada,26,26-35
43167702,18-25,6,False,Canada,18,19-25
10002036,26-40,1,False,Canada,26,26-35
10033621,18-25,8,False,Canada,18,19-25
10041664,18-25,3,False,USA,18,19-25
10023140,26-40,6,False,Canada,26,26-35
10026185,41-60,2,False,Canada,41,36-45
73148540,<18,4,False,Canada,18,19-25
99583478,18-25,6,False,Canada,18,19-25
64469928,<18,1,False,Canada,18,19-25
10019137,<18,5,False,Canada,18,19-25
21625020,26-40,8,False,Canada,26,26-35
10012071,26-40,1,False,Canada,26,26-35
67952732,26-40,5,False,Canada,26,26-35
10030573,18-25,2,False,Canada,18,19-25
10019603,26-40,8,False,Canada,26,26-35
10001591,<18,1,False,Canada,18,19-25
10035314,18-25,4,False,Canada,18,19-25
10020513,26-40,6,False,USA,26,26-35
10011302,41-60,4,False,Canada,41,36-45
1767217,18-25,8,False,Canada,18,19-25
10030026,18-25,5,False,Canada,18,19-25
10033754,18-25,6,False,Canada,18,19-25
10019275,<18,3,False,Canada,18,19-25
10043865,18-25,4,False,Canada,18,19-25
89907839,26-40,8,False,Canada,26,26-35
10019951,18-25,7,False,India,18,19-25
10039597,18-25,6,False,Canada,18,19-25
10019849,18-25,1,False,Canada,18,19-25
10032361,18-25,1,False,Canada,18,19-25
10025236,<18,1,False,Canada,18,19-25
10005916,18-25,7,False,Canada,18,19-25
54395232,18-25,6,False,Canada,18,19-25
10031164,41-60,1,False,Canada,41,36-45
10006958,41-60,2,False,Canada,41,36-45
6192439,26-40,6,False,Canada,26,26-35
10039593,41-60,1,False,Canada,41,36-45
10027478,26-40,5,False,Canada,26,26-35
10012303,26-40,8,False,Canada,26,26-35
84140535,60+,22,True,Canada,60,
10014615,18-25,8,False,Canada,18,19-25
6074739,41-60,21,True,Canada,41,36-45
10020746,<18,1,False,Canada,18,19-25
71226681,18-25,3,False,Canada,18,19-25
10040654,<18,5,False,Canada,18,19-25
72919993,18-25,4,False,Canada,18,19-25
10019811,26-40,6,False,Canada,26,26-35
95294989,26-40,1,False,Canada,26,26-35
10011385,18-25,30,True,Canada,18,19-25
10034848,18-25,7,False,USA,18,19-25
7708983,18-25,4,False,Canada,18,19-25
36701396,18-25,8,False,Canada,18,19-25
95054670,18-25,5,False,Canada,18,19-25
10004061,18-25,4,False,Canada,18,19-25
10005683,26-40,2,False,Canada,26,26-35
10026656,18-25,8,False,Canada,18,19-25
94772227,18-25,7,False,Canada,18,19-25
57673698,18-25,5,False,Canada,18,19-25
72174301,26-40,1,False,Canada,26,26-35
27001711,18-25,3,False,Canada,18,19-25
43280590,18-25,1,False,Canada,18,19-25
10020820,41-60,5,False,Canada,41,36-45
10034576,18-25,8,False,Canada,18,19-25
10033665,41-60,6,False,India,41,36-45
83972585,18-25,5,False,Canada,18,19-25
10025123,41-60,5,False,Canada,41,36-45
75535629,26-40,6,False,Canada,26,26-35
10043988,<18,3,False,Canada,18,19-25
10031245,26-40,7,False,Canada,26,26-35
10028533,18-25,8,False,Canada,18,19-25
10003372,60+,5,False,USA,60,
10034429,18-25,3,False,USA,18,19-25
85407255,18-25,6,False,Canada,18,19-25
10001885,18-25,6,False,USA,18,19-25
10020177,18-25,1,False,Canada,18,19-25
10031655,18-25,2,False,USA,18,19-25
43551887,18-25,6,False,Canada,18,19-25
10023788,26-40,1,False,Canada,26,26-35
10040181,18-25,1,False,Canada,18,19-25
10038511,18-25,3,False,Canada,18,19-25
10035390,18-25,8,False,Canada,18,19-25
10037454,18-25,8,False,Canada,18,19-25
89399781,18-25,3,False,Canada,18,19-25
10030357,41-60,8,False,Canada,41,36-45
90883630,60+,6,False,Canada,60,
10041952,<18,1,False,Canada,18,19-25
50538537,18-25,3,False,USA,18,19-25
10033963,18-25,19,True,Canada,18,19-25
10025101,41-60,3,False,Canada,41,36-45
24839248,18-25,5,False,Canada,18,19-25
10005148,18-25,5,False,Canada,18,19-25
56993645,26-40,6,False,Canada,26,26-35
26066806,18-25,1,False,Canada,18,19-25
3581534,26-40,2,False,USA,26,26-35
96485854,26-40,8,False,USA,26,26-35
10027614,41-60,7,False,Canada,41,36-45
10023642,26-40,7,False,Canada,26,26-35
89077381,<18,6,False,USA,18,19-25
10040864,18-25,4,False,Canada,18,19-25
10031346,18-25,5,False,Canada,18,19-25
60940020,41-60,7,False,Canada,41,36-45
10037990,18-25,7,False,Canada,18,19-25
10042590,26-40,1,False,Canada,26,26-35
10029720,26-40,8,False,Canada,26,26-35
17174851,<18,1,False,Canada,18,19-25
10033196,18-25,5,False,USA,18,19-25
53598184,41-60,5,False,China,41,36-45
74429413,18-25,19,True,Canada,18,19-25
10000010,41-60,3,False,Canada,41,36-45
76381178,18-25,3,False,USA,18,19-25
10002316,26-40,4,False,Canada,26,26-35
10013729,41-60,1,False,Canada,41,36-45
10019470,41-60,8,False,Canada,41,36-45
10019435,60+,7,False,Canada,60,
10041914,18-25,8,False,Canada,18,19-25
1883091,18-25,5,False,Canada,18,19-25
10040377,18-25,27,True,Canada,18,19-25
10008417,26-40,30,True,Canada,26,26-35
45470052,18-25,6,False,Canada,18,19-25
10004287,18-25,1,False,Canada,18,19-25
10010819,26-40,7,False,Canada,26,26-35
99469583,41-60,6,False,Canada,41,36-45
10026258,18-25,2,False,Canada,18,19-25
10033155,41-60,5,False,Canada,41,36-45
56916850,18-25,3,False,Canada,18,19-25
10006845,26-40,5,False,Canada,26,26-35
10005403,18-25,7,False,Canada,18,19-25
10037255,41-60,4,False,Canada,41,36-45
10039458,18-25,8,False,Canada,18,19-25
10013372,26-40,19,True,Canada,26,26-35
21812630,26-40,4,False,Canada,26,26-35
72248874,18-25,2,False,Canada,18,19-25
10012868,18-25,6,False,Canada,18,19-25
10017111,18-25,3,False,USA,18,19-25
84888607,26-40,8,False,Canada,26,26-35
1691283,26-40,8,False,Canada,26,26-35
5364880,18-25,5,False,Canada,18,19-25
10004822,60+,2,False,Canada,60,
36537167,26-40,3,False,Canada,26,26-35
23664360,<18,4,False,Canada,18,19-25
10030911,18-25,2,False,Canada,18,19-25
10041644,26-40,2,False,Canada,26,26-35
10001309,18-25,3,False,Canada,18,19-25
62362144,18-25,5,False,Canada,18,19-25
10009492,18-25,30,True,Canada,18,19-25
10003692,26-40,5,False,Canada,26,26-35
88670174,41-60,4,False,Canada,41,36-45
10035873,41-60,2,False,Canada,41,36-45
10043208,18-25,3,False,Canada,18,19-25
10016589,26-40,8,False,Canada,26,26-35
156008,26-40,2,False,Canada,26,26-35
10014079,26-40,4,False,Canada,26,26-35
48129239,18-25,6,False,Canada,18,19-25
27590768,<18,30,True,Canada,18,19-25
65156408,41-60,8,False,Canada,41,36-45
10011023,26-40,6,False,Canada,26,26-35
59795524,18-25,3,False,Canada,18,19-25
10023900,26-40,4,False,Canada,26,26-35
10006853,<18,4,False,Canada,18,19-25
73270625,18-25,8,False,Canada,18,19-25
10023610,18-25,7,False,Canada,18,19-25
18118301,26-40,8,False,Canada,26,26-35
22086712,26-40,1,False,USA,26,26-35
10002930,<18,4,False,Canada,18,19-25
76618598,26-40,6,False,Canada,26,26-35
14100548,18-25,3,False,Canada,18,19-25
39100310,<18,1,False,Canada,18,19-25
23852390,26-40,5,False,Japan,26,26-35
10003476,26-40,6,False,Canada,26,26-35
77748743,18-25,3,False,Canada,18,19-25
10012402,26-40,7,False,Canada,26,26-35
10039760,41-60,3,False,Canada,41,36-45
61588555,<18,6,False,Canada,18,19-25
25074440,41-60,3,False,Canada,41,36-45
10004869,41-60,1,False,Japan,41,36-45
10044474,18-25,4,False,Canada,18,19-25
10030205,26-40,8,False,Canada,26,26-35
10023646,41-60,3,False,Canada,41,36-45
69671633,18-25,4,False,Canada,18,19-25
43974524,18-25,3,False,Canada,18,19-25
10029500,18-25,1,False,Canada,18,19-25
10012848,60+,3,False,Canada,60,
10040651,<18,2,False,Canada,18,19-25
10013082,18-25,7,False,Canada,18,19-25
36040562,18-25,5,False,Canada,18,19-25
10042051,18-25,8,False,Canada,18,19-25
28520122,26-40,2,False,Canada,26,26-35
66895346,26-40,7,False,Canada,26,26-35
10030600,41-60,28,True,USA,41,36-45
99316187,18-25,6,False,Canada,18,19-25
10012384,26-40,8,False,Canada,26,26-35
84662794,41-60,6,False,Canada,41,36-45
61041383,<18,8,False,Canada,18,19-25
38429514,<18,6,False,Canada,18,19-25
10030774,18-25,23,True,Canada,18,19-25
10005907,18-25,6,False,Canada,18,19-25
10012476,18-25,3,False,Canada,18,19-25
51925111,18-25,30,True,USA,18,19-25
10034628,60+,5,False,Canada,60,
44434237,<18,4,False,Canada,18,19-25
42457009,<18,6,False,USA,18,19-25
77232665,18-25,1,False,Canada,18,19-25
10013346,60+,4,False,Canada,60,
10041754,<18,3,False,Canada,18,19-25
10027250,18-25,7,False,Canada,18,19-25
10003651,60+,7,False,Canada,60,
10039501,26-40,3,False,Canada,26,26-35
36613437,18-25,2,False,USA,18,19-25
10035815,41-60,1,False,Canada,41,36-45
10031599,<18,5,False,Canada,18,19-25
10010455,18-25,3,False,Canada,18,19-25
10041191,18-25,3,False,Canada,18,19-25
10018327,26-40,3,False,Canada,26,26-35
93756673,18-25,8,False,USA,18,19-25
10023695,26-40,8,False,Canada,26,26-35
10038488,18-25,8,False,Canada,18,19-25
10006213,26-40,3,False,USA,26,26-35
10023686,18-25,7,False,Canada,18,19-25
10006993,26-40,5,False,USA,26,26-35
76664421,26-40,2,False,Canada,26,26-35
10004729,18-25,5,False,Canada,18,19-25
10017781,18-25,4,False,Canada,18,19-25
10002940,26-40,6,False,USA,26,26-35
95815660,18-25,4,False,Canada,18,19-25
10033962,18-25,4,False,Canada,18,19-25
10002071,26-40,5,False,Canada,26,26-35
10042992,26-40,3,False,Canada,26,26-35
15774194,26-40,3,False,Canada,26,26-35
2935094,26-40,2,False,Canada,26,26-35
10002403,26-40,3,False,Canada,26,26-35
55953479,18-25,3,False,Canada,18,19-25
10038310,26-40,25,True,Canada,26,26-35
10021296,18-25,2,False,USA,18,19-25
10037947,18-25,1,False,Japan,18,19-25
10011708,<18,8,False,Canada,18,19-25
10043057,18-25,3,False,USA,18,19-25
10022644,18-25,7,False,Canada,18,19-25
10014515,18-25,5,False,Canada,18,19-25
10025312,18-25,3,False,Canada,18,19-25
10019761,26-40,6,False,Canada,26,26-35
17325152,26-40,5,False,Canada,26,26-35
73506887,18-25,8,False,Canada,18,19-25
10025925,18-25,7,False,Canada,18,19-25
10005072,26-40,7,False,Canada,26,26-35
78603975,26-40,1,False,Canada,26,26-35
10005598,18-25,7,False,Canada,18,19-25
10003497,26-40,5,False,Canada,26,26-35
10040893,41-60,4,False,Canada,41,36-45
10009325,18-25,6,False,Canada,18,19-25
71924337,26-40,4,False,Canada,26,26-35
20567774,18-25,6,False,Canada,18,19-25
23209949,18-25,3,False,Canada,18,19-25
10044372,41-60,4,False,Canada,41,36-45
66874043,41-60,7,False,Canada,41,36-45
10017952,18-25,5,False,Canada,18,19-25
10000439,<18,1,False,USA,18,19-25
82579876,26-40,1,False,USA,26,26-35
91248205,<18,2,False,Canada,18,19-25
14129367,60+,4,False,Canada,60,
10001832,18-25,1,False,USA,18,19-25
10020674,26-40,2,False,Canada,26,26-35
10028783,41-60,2,False,Canada,41,36-45
62268732,26-40,1,False,Canada,26,26-35
10032313,18-25,8,False,USA,18,19-25
63624633,18-25,5,False,Canada,18,19-25
10029346,18-25,4,False,USA,18,19-25
92971499,26-40,5,False,Canada,26,26-35
10000982,<18,8,False,Canada,18,19-25
10018246,26-40,1,False,Canada,26,26-35
68036918,26-40,5,False,Canada,26,26-35
77481363,18-25,4,False,Canada,18,19-25
43144170,26-40,5,False,USA,26,26-35
10012646,41-60,2,False,Canada,41,36-45
10036292,26-40,5,False,Canada,26,26-35
42745680,<18,5,False,Canada,18,19-25
10029042,18-25,1,False,Canada,18,19-25
10012789,41-60,1,False,Canada,41,36-45
10031555,18-25,3,False,Canada,18,19-25
38949926,18-25,4,False,Canada,18,19-25
52652470,18-25,6,False,Canada,18,19-25
10032495,18-25,21,True,Canada,18,19-25
10029913,18-25,2,False,Canada,18,19-25
10031762,26-40,30,True,Canada,26,26-35
10005312,18-25,2,False,Canada,18,19-25
63827440,18-25,17,True,Canada,18,19-25
10036719,60+,1,False,Canada,60,
10022435,18-25,6,False,USA,18,19-25
74202523,18-25,2,False,Canada,18,19-25
33662105,<18,3,False,USA,18,19-25
10031675,<18,7,False,Canada,18,19-25
10002520,26-40,24,True,Canada,26,26-35
10043856,18-25,5,False,Canada,18,19-25
10025427,26-40,7,False,Canada,26,26-35
10020632,18-25,3,False,India,18,19-25
10038164,18-25,1,False,South Korea,18,19-25
10003538,18-25,7,False,Canada,18,19-25
19399506,18-25,6,False,Canada,18,19-25
10017972,18-25,4,False,USA,18,19-25
10012395,18-25,3,False,Canada,18,19-25
10022719,18-25,3,False,Canada,18,19-25
10023436,60+,7,False,Canada,60,
10021942,26-40,4,False,Canada,26,26-35
10016330,26-40,8,False,Canada,26,26-35
10019959,60+,16,True,Canada,60,
10001028,18-25,7,False,Canada,18,19-25
10037089,26-40,5,False,Canada,26,26-35
10002389,41-60,7,False,Canada,41,36-45
93991242,<18,7,False,Canada,18,19-25
10025621,18-25,4,False,Canada,18,19-25
10021704,18-25,3,False,Canada,18,19-25
34466078,26-40,4,False,Canada,26,26-35
59015094,18-25,1,False,Japan,18,19-25
46710187,26-40,7,False,USA,26,26-35
54334573,18-25,18,True,Canada,18,19-25
10004476,18-25,7,False,Canada,18,19-25
69763280,18-25,6,False,Canada,18,19-25
32573861,26-40,8,False,Canada,26,26-35
10025295,26-40,5,False,Canada,26,26-35
10029468,41-60,2,False,USA,41,36-45
32044214,18-25,2,False,Canada,18,19-25
10000328,26-40,7,False,Canada,26,26-35
10033978,26-40,4,False,USA,26,26-35
10005193,26-40,6,False,Canada,26,26-35
90407386,26-40,6,False,Canada,26,26-35
112455,26-40,5,False,USA,26,26-35
23644295,18-25,4,False,Canada,18,19-25
10004588,18-25,4,False,Canada,18,19-25
10023504,18-25,7,False,USA,18,19-25
10037140,60+,1,False,Canada,60,
51095856,18-25,6,False,Canada,18,19-25
37841470,18-25,3,False,Canada,18,19-25
3001076,26-40,8,False,South Korea,26,26-35
10039262,18-25,26,True,Canada,18,19-25
10027148,18-25,5,False,Canada,18,19-25
92208662,26-40,6,False,Canada,26,26-35
10034561,18-25,23,True,Canada,18,19-25
10043852,26-40,7,False,Canada,26,26-35
10030894,26-40,8,False,Canada,26,26-35
93441815,26-40,2,False,India,26,26-35
97309755,41-60,5,False,Canada,41,36-45
98447932,18-25,7,False,Canada,18,19-25
10003839,18-25,5,False,USA,18,19-25
10005050,41-60,30,True,Canada,41,36-45
82779202,18-25,2,False,Canada,18,19-25
38296990,26-40,3,False,Canada,26,26-35
